Data	Label
, and after three days he was vomited up somewhere within three days ' journey of Nineveh , a city on the Tigris , very much more than three days ' journey across from the nearest point of the Mediterranean coast . How is that ? But was there no other way for the whale to land the prophet within that short distance of Nineveh ? Yes . He might have carried him round by the way of the Cape of Good Hope . But not to speak of the passage through the whole length of the Mediterranean , and another passage up the Persian Gulf and Red Sea , such a supposition would involve the complete circumnavigation of all Africa in three days , not to speak of the Tigris waters , near the site of Nineveh , being too shallow for any whale to swim in . Besides , this idea of Jonah ' s weathering the Cape of Good Hope at so early a day would wrest the honour of the discovery of that great headland from Bartholomew Diaz , its reputed discoverer , and so make modern history a liar . But all these foolish arguments	l
tribes in general breathe the air which at all times is combined with the element in which they swim ; hence , a herring or a cod might live a century , and never once raise its head above the surface . But owing to his marked internal structure which gives him regular lungs , like a human being ' s , the whale can only live by inhaling the disengaged air in the open atmosphere . Wherefore the necessity for his periodical visits to the upper world . But he cannot in any degree breathe through his mouth , for , in his ordinary attitude , the Sperm Whale ' s mouth is buried at least eight feet beneath the surface ; and what is still more , his windpipe has no connexion with his mouth . No , he breathes through his spiracle alone ; and this is on the top of his head . If I say , that in any creature breathing is only a function indispensable to vitality , inasmuch as it withdraws from the air a certain element , which being subsequently brought into contact with the blood imparts to the blood its vivifying	l
full term below . Remark , however , that in different individuals these rates are different ; but in any one they are alike . Now , why should the whale thus insist upon having his spoutings out , unless it be to replenish his reservoir of air , ere descending for good ? How obvious is it , too , that this necessity for the whale ' s rising exposes him to all the fatal hazards of the chase . For not by hook or by net could this vast leviathan be caught , when sailing a thousand fathoms beneath the sunlight . Not so much thy skill , then , O hunter , as the great necessities that strike the victory to thee ! In man , breathing is incessantly going on -- one breath only serving for two or three pulsations ; so that whatever other business he has to attend to , waking or sleeping , breathe he must , or die he will . But the Sperm Whale only breathes about one seventh or Sunday of his time . It has been said that the whale only breathes through his spout - hole ; if	l
as to what it is precisely . The central body of it is hidden in the snowy sparkling mist enveloping it ; and how can you certainly tell whether any water falls from it , when , always , when you are close enough to a whale to get a close view of his spout , he is in a prodigious commotion , the water cascading all around him . And if at such times you should think that you really perceived drops of moisture in the spout , how do you know that they are not merely condensed from	s
seems to me , is to let this deadly spout alone . Still , we can hypothesize , even if we cannot prove and establish . My hypothesis is this : that the spout is nothing but mist . And besides other reasons , to this conclusion I am impelled , by considerations touching the great inherent dignity and sublimity of the Sperm Whale ; I account him no common , shallow being , inasmuch as it is an undisputed fact that he is never found on soundings , or near shores ; all other whales sometimes are . He is both ponderous and profound . And I am convinced that from the heads of all ponderous profound beings , such as Plato , Pyrrho , the Devil , Jupiter , Dante , and so on , there always goes up a certain semi - visible steam , while in the act of thinking deep thoughts . While composing a little treatise on Eternity , I had the curiosity to place a mirror before me ; and ere long saw reflected there , a curious involved worming and undulation in the atmosphere over my head . The invariable moisture of	l
whole whale seems concentrated to a point . Could annihilation occur to matter , this were the thing to do it . Nor does this -- its amazing strength , at all tend to cripple the graceful flexion of its motions ; where infantileness of ease undulates through a Titanism of power . On the contrary , those motions derive their most appalling beauty from it . Real strength never impairs beauty or harmony , but it often bestows it ; and in everything imposingly beautiful , strength has much to do with the magic . Take away the tied	s
of propulsion . Scroll - wise coiled forwards beneath the body , and then rapidly sprung backwards , it is this which gives that singular darting , leaping motion to the monster when furiously swimming . His side - fins only serve to steer by . Second : It is a little significant , that while one sperm whale only fights another sperm whale with his head and jaw , nevertheless , in his conflicts with man , he chiefly and contemptuously uses his tail . In striking at a boat , he swiftly curves away his flukes from it , and the blow is only inflicted by the recoil . If it be made in the unobstructed air , especially if it descend to its mark , the stroke is then simply irresistible . No ribs of man or boat can withstand it . Your only salvation lies in eluding it ; but if it comes sideways through the opposing water , then partly owing to the light buoyancy of the whale boat , and the elasticity of its materials , a cracked rib or a dashed plank or two , a sort of stitch in the side ,	l
is generally the most serious result . These submerged side blows are so often received in the fishery , that they are accounted mere child ' s play . Some one strips off a frock , and the hole is stopped . Third : I cannot demonstrate it , but it seems to me , that in the whale the sense of touch is concentrated in the tail ; for in this respect there is a delicacy in it only equalled by the daintiness of the elephant ' s trunk . This delicacy is chiefly evinced in the action of	s
is well known that the elephant will often draw up water or dust in his trunk , and then elevating it , jet it forth in a stream . The more I consider this mighty tail , the more do I deplore my inability to express it . At times there are gestures in it , which , though they would well grace the hand of man , remain wholly inexplicable . In an extensive herd , so remarkable , occasionally , are these mystic gestures , that I have heard hunters who have declared them akin to Free -	s
Mason signs and symbols ; that the whale , indeed , by these methods intelligently conversed with the world . Nor are there wanting other motions of the whale in his general body , full of strangeness , and unaccountable to his most experienced assailant . Dissect him how I may , then , I but go skin deep ; I know him not , and never will . But if I know not even the tail of this whale , how understand his head ? much more , how comprehend his face , when face he has none ? Thou shalt see my back parts , my tail , he seems to say , but my face shall not be seen . But I cannot completely make out his back parts ; and hint what he will about his face , I say again he has no face . CHAPTER 87 The Grand Armada . The long and narrow peninsula of Malacca , extending south - eastward from the territories of Birmah , forms the most southerly point of all Asia . In a continuous line from that peninsula stretch the long islands of Sumatra , Java , Bally	l
, and Timor ; which , with many others , form a vast mole , or rampart , lengthwise connecting Asia with Australia , and dividing the long unbroken Indian ocean from the thickly studded oriental archipelagoes . This rampart is pierced by several sally - ports for the convenience of ships and whales ; conspicuous among which are the straits of Sunda and Malacca . By the straits of Sunda , chiefly , vessels bound to China from the west , emerge into the China seas . Those narrow straits of Sunda divide Sumatra from Java ; and standing	s
jets of the Right Whale , which , dividing at top , fall over in two branches , like the cleft drooping boughs of a willow , the single forward - slanting spout of the Sperm Whale presents a thick curled bush of white mist , continually rising and falling away to leeward . Seen from the Pequod ' s deck , then , as she would rise on a high hill of the sea , this host of vapoury spouts , individually curling up into the air , and beheld through a blending atmosphere of bluish haze , showed	s
this sight , Ahab quickly revolved in his pivot - hole , crying , " Aloft there , and rig whips and buckets to wet the sails ;-- Malays , sir , and after us !" As if too long lurking behind the headlands , till the Pequod should fairly have entered the straits , these rascally Asiatics were now in hot pursuit , to make up for their over - cautious delay . But when the swift Pequod , with a fresh leading wind , was herself in hot chase ; how very kind of these tawny philanthropists to assist in speeding her on to her own chosen pursuit ,-- mere riding - whips and rowels to her , that they were . As with glass under arm , Ahab to - and - fro paced the deck ; in his forward turn beholding the monsters he chased , and in the after one the bloodthirsty pirates chasing him ; some such fancy as the above seemed his . And when he glanced upon the green walls of the watery defile in which the ship was then sailing , and bethought him that through that gate lay the route	l
these troubled very few of the reckless crew ; and when , after steadily dropping and dropping the pirates astern , the Pequod at last shot by the vivid green Cockatoo Point on the Sumatra side , emerging at last upon the broad waters beyond ; then , the harpooneers seemed more to grieve that the swift whales had been gaining upon the ship , than to rejoice that the ship had so victoriously gained upon the Malays . But still driving on in the wake of the whales , at length they seemed abating their speed ; gradually the ship neared them ; and the wind now dying away , word was passed to spring to the boats . But no sooner did the herd , by some presumed wonderful instinct of the Sperm Whale , become notified of the three keels that were after them ,-- though as yet a mile in their rear ,-- than they rallied again , and forming in close ranks and battalions , so that their spouts all looked like flashing lines of stacked bayonets , moved on with redoubled velocity . Stripped to our shirts and drawers , we sprang to the	l
white - ash , and after several hours ' pulling were almost disposed to renounce the chase , when a general pausing commotion among the whales gave animating token that they were now at last under the influence of that strange perplexity of inert irresolution , which , when the fishermen perceive it in the whale , they say he is gallied . The compact martial columns in which they had been hitherto rapidly and steadily swimming , were now broken up in one measureless rout ; and like King Porus ' elephants in the Indian battle with Alexander ,	s
' s harpoon was flung ; the stricken fish darted blinding spray in our faces , and then running away with us like light , steered straight for the heart of the herd . Though such a movement on the part of the whale struck under such circumstances , is in no wise unprecedented ; and indeed is almost always more or less anticipated ; yet does it present one of the more perilous vicissitudes of the fishery . For as the swift monster drags you deeper and deeper into the frantic shoal , you bid adieu to circumspect life and only exist in a delirious throb . As , blind and deaf , the whale plunged forward , as if by sheer power of speed to rid himself of the iron leech that had fastened to him ; as we thus tore a white gash in the sea , on all sides menaced as we flew , by the crazed creatures to and fro rushing about us ; our beset boat was like a ship mobbed by ice - isles in a tempest , and striving to steer through their complicated channels and straits , knowing not at what	l
me , deep down and deep inland there I still bathe me in eternal mildness of joy . Meanwhile , as we thus lay entranced , the occasional sudden frantic spectacles in the distance evinced the activity of the other boats , still engaged in drugging the whales on the frontier of the host ; or possibly carrying on the war within the first circle , where abundance of room and some convenient retreats were afforded them . But the sight of the enraged drugged whales now and then blindly darting to and fro across the circles , was nothing	s
stand by ! Shove him off , you Queequeg -- the whale there !-- prick him !-- hit him ! Stand up -- stand up , and stay so ! Spring , men -- pull , men ; never mind their backs -- scrape them !-- scrape away !" The boat was now all but jammed between two vast black bulks , leaving a narrow Dardanelles between their long lengths . But by desperate endeavor we at last shot into a temporary opening ; then giving way rapidly , and at the same time earnestly watching for another outlet .	s
as years and dumps increase ; as reflection lends her solemn pauses ; in short , as a general lassitude overtakes the sated Turk ; then a love of ease and virtue supplants the love for maidens ; our Ottoman enters upon the impotent , repentant , admonitory stage of life , forswears , disbands the harem , and grown to an exemplary , sulky old soul , goes about all alone among the meridians and parallels saying his prayers , and warning each young Leviathan from his amorous errors . Now , as the harem of whales is called	s
by the fishermen a school , so is the lord and master of that school technically known as the schoolmaster . It is therefore not in strict character , however admirably satirical , that after going to school himself , he should then go abroad inculcating not what he learned there , but the folly of it . His title , schoolmaster , would very naturally seem derived from the name bestowed upon the harem itself , but some have surmised that the man who first thus entitled this sort of Ottoman whale , must have read the memoirs of Vidocq , and informed himself what sort of a country - schoolmaster that famous Frenchman was in his younger days , and what was the nature of those occult lessons he inculcated into some of his pupils . The same secludedness and isolation to which the schoolmaster whale betakes himself in his advancing years , is true of all aged Sperm Whales . Almost universally , a lone whale -- as a solitary Leviathan is called -- proves an ancient one . Like venerable moss - bearded Daniel Boone , he will have no one near him but Nature herself	l
a harpoon , and worn round the neck , so small are they . I . A Fast - Fish belongs to the party fast to it . II . A Loose - Fish is fair game for anybody who can soonest catch it . But what plays the mischief with this masterly code is the admirable brevity of it , which necessitates a vast volume of commentaries to expound it . First : What is a Fast - Fish ? Alive or dead a fish is technically fast , when it is connected with an occupied ship or boat	s
." " Won ' t the Duke be content with a quarter or a half ?" " It is his ." In a word , the whale was seized and sold , and his Grace the Duke of Wellington received the money . Thinking that viewed in some particular lights , the case might by a bare possibility in some small degree be deemed , under the circumstances , a rather hard one , an honest clergyman of the town respectfully addressed a note to his Grace , begging him to take the case of those unfortunate mariners into full	s
distance lay a ship , whose furled sails betokened that some sort of whale must be alongside . As we glided nearer , the stranger showed French colours from his peak ; and by the eddying cloud of vulture sea - fowl that circled , and hovered , and swooped around him , it was plain that the whale alongside must be what the fishermen call a blasted whale , that is , a whale that has died unmolested on the sea , and so floated an unappropriated corpse . It may well be conceived , what an unsavory odor such a mass must exhale ; worse than an Assyrian city in the plague , when the living are incompetent to bury the departed . So intolerable indeed is it regarded by some , that no cupidity could persuade them to moor alongside of it . Yet are there those who will still do it ; notwithstanding the fact that the oil obtained from such subjects is of a very inferior quality , and by no means of the nature of attar - of - rose . Coming still nearer with the expiring breeze , we saw that the Frenchman	l
had now swept so nigh to the stranger , that Stubb vowed he recognised his cutting spade - pole entangled in the lines that were knotted round the tail of one of these whales . " There ' s a pretty fellow , now ," he banteringly laughed , standing in the ship ' s bows , " there ' s a jackal for ye ! I well know that these Crappoes of Frenchmen are but poor devils in the fishery ; sometimes lowering their boats for breakers , mistaking them for Sperm Whale spouts ; yes , and sometimes sailing from their port with their hold full of boxes of tallow candles , and cases of snuffers , foreseeing that all the oil they will get won ' t be enough to dip the Captain ' s wick into ; aye , we all know these things ; but look ye , here ' s a Crappo that is content with our leavings , the drugged whale there , I mean ; aye , and is content too with scraping the dry bones of that other precious fish he has there . Poor devil ! I say , pass	l
round a hat , some one , and let ' s make him a present of a little oil for dear charity ' s sake . For what oil he ' ll get from that drugged whale there , wouldn ' t be fit to burn in a jail ; no , not in a condemned cell . And as for the other whale , why , I ' ll agree to get more oil by chopping up and trying out these three masts of ours , than he ' ll get from that bundle of bones ; though ,	s
same purpose that frankincense is carried to St . Peter ' s in Rome . Some wine merchants drop a few grains into claret , to flavor it . Who would think , then , that such fine ladies and gentlemen should regale themselves with an essence found in the inglorious bowels of a sick whale ! Yet so it is . By some , ambergris is supposed to be the cause , and by others the effect , of the dyspepsia in the whale . How to cure such a dyspepsia it were hard to say , unless by	s
Fogo Von Slack , in his great work on Smells , a text - book on that subject . As its name imports ( smeer , fat ; berg , to put up ), this village was founded in order to afford a place for the blubber of the Dutch whale fleet to be tried out , without being taken home to Holland for that purpose . It was a collection of furnaces , fat - kettles , and oil sheds ; and when the works were in full operation certainly gave forth no very pleasant savor . But all	s
this is quite different with a South Sea Sperm Whaler ; which in a voyage of four years perhaps , after completely filling her hold with oil , does not , perhaps , consume fifty days in the business of boiling out ; and in the state that it is casked , the oil is nearly scentless . The truth is , that living or dead , if but decently treated , whales as a species are by no means creatures of ill odor ; nor can whalemen be recognised , as the people of the middle ages affected to detect a Jew in the company , by the nose . Nor indeed can the whale possibly be otherwise than fragrant , when , as a general thing , he enjoys such high health ; taking abundance of exercise ; always out of doors ; though , it is true , seldom in the open air . I say , that the motion of a Sperm Whale ' s flukes above water dispenses a perfume , as when a musk - scented lady rustles her dress in a warm parlor . What then shall I liken the Sperm Whale to	l
lowered with him , Pip evinced much nervousness ; but happily , for that time , escaped close contact with the whale ; and therefore came off not altogether discreditably ; though Stubb observing him , took care , afterwards , to exhort him to cherish his courageousness to the utmost , for he might often find it needful . Now upon the second lowering , the boat paddled upon the whale ; and as the fish received the darted iron , it gave its customary rap , which happened , in this instance , to be right under poor Pip ' s seat . The involuntary consternation of the moment caused him to leap , paddle in hand , out of the boat ; and in such a way , that part of the slack whale line coming against his chest , he breasted it overboard with him , so as to become entangled in it , when at last plumping into the water . That instant the stricken whale started on a fierce run , the line swiftly straightened ; and presto ! poor Pip came all foaming up to the chocks of the boat , remorselessly dragged	l
this entire thing happened . " Damn him , cut !" roared Stubb ; and so the whale was lost and Pip was saved . So soon as he recovered himself , the poor little negro was assailed by yells and execrations from the crew . Tranquilly permitting these irregular cursings to evaporate , Stubb then in a plain , business - like , but still half humorous manner , cursed Pip officially ; and that done , unofficially gave him much wholesome advice . The substance was , Never jump from a boat , Pip , except -- but all the rest was indefinite , as the soundest advice ever is . Now , in general , STICK TO THE BOAT , is your true motto in whaling ; but cases will sometimes happen when LEAP FROM THE BOAT , is still better . Moreover , as if perceiving at last that if he should give undiluted conscientious advice to Pip , he would be leaving him too wide a margin to jump in for the future ; Stubb suddenly dropped all advice , and concluded with a peremptory command , " Stick to the boat , Pip ,	l
or by the Lord , I won ' t pick you up if you jump ; mind that . We can ' t afford to lose whales by the likes of you ; a whale would sell for thirty times what you would , Pip , in Alabama . Bear that in mind , and don ' t jump any more ." Hereby perhaps Stubb indirectly hinted , that though man loved his fellow , yet man is a money - making animal , which propensity too often interferes with his benevolence . But we are all in the hands	s
as filled with the sperm ; and when the proper time arrived , this same sperm was carefully manipulated ere going to the try - works , of which anon . It had cooled and crystallized to such a degree , that when , with several others , I sat down before a large Constantine ' s bath of it , I found it strangely concreted into lumps , here and there rolling about in the liquid part . It was our business to squeeze these lumps back into fluid . A sweet and unctuous duty ! No wonder that	s
, mistaking their hands for the gentle globules . Such an abounding , affectionate , friendly , loving feeling did this avocation beget ; that at last I was continually squeezing their hands , and looking up into their eyes sentimentally ; as much as to say ,-- Oh ! my dear fellow beings , why should we longer cherish any social acerbities , or know the slightest ill - humor or envy ! Come ; let us squeeze hands all round ; nay , let us all squeeze ourselves into each other ; let us squeeze ourselves universally into the very milk and sperm of kindness . Would that I could keep squeezing that sperm for ever ! For now , since by many prolonged , repeated experiences , I have perceived that in all cases man must eventually lower , or at least shift , his conceit of attainable felicity ; not placing it anywhere in the intellect or the fancy ; but in the wife , the heart , the bed , the table , the saddle , the fireside , the country ; now that I have perceived all this , I am ready to squeeze	l
case eternally . In thoughts of the visions of the night , I saw long rows of angels in paradise , each with his hands in a jar of spermaceti . Now , while discoursing of sperm , it behooves to speak of other things akin to it , in the business of preparing the sperm whale for the try - works . First comes white - horse , so called , which is obtained from the tapering part of the fish , and also from the thicker portions of his flukes . It is tough with congealed tendons --	s
it is ; or , rather , in old times , its likeness was . Such an idol as that found in the secret groves of Queen Maachah in Judea ; and for worshipping which , King Asa , her son , did depose her , and destroyed the idol , and burnt it for an abomination at the brook Kedron , as darkly set forth in the 15th chapter of the First Book of Kings . Look at the sailor , called the mincer , who now comes along , and assisted by two allies , heavily backs the grandissimus , as the mariners call it , and with bowed shoulders , staggers off with it as if he were a grenadier carrying a dead comrade from the field . Extending it upon the forecastle deck , he now proceeds cylindrically to remove its dark pelt , as an African hunter the pelt of a boa . This done he turns the pelt inside out , like a pantaloon leg ; gives it a good stretching , so as almost to double its diameter ; and at last hangs it , well spread , in the rigging , to	l
operation which is conducted at a curious wooden horse , planted endwise against the bulwarks , and with a capacious tub beneath it , into which the minced pieces drop , fast as the sheets from a rapt orator ' s desk . Arrayed in decent black ; occupying a conspicuous pulpit ; intent on bible leaves ; what a candidate for an archbishopric , what a lad for a Pope were this mincer !* * Bible leaves ! Bible leaves ! This is the invariable cry from the mates to the mincer . It enjoins him to be careful , and cut his work into as thin slices as possible , inasmuch as by so doing the business of boiling out the oil is much accelerated , and its quantity considerably increased , besides perhaps improving it in quality . CHAPTER 96 The Try - Works . Besides her hoisted boats , an American whaler is outwardly distinguished by her try - works . She presents the curious anomaly of the most solid masonry joining with oak and hemp in constituting the completed ship . It is as if from the open field a brick - kiln were transported	l
to her planks . The try - works are planted between the foremast and mainmast , the most roomy part of the deck . The timbers beneath are of a peculiar strength , fitted to sustain the weight of an almost solid mass of brick and mortar , some ten feet by eight square , and five in height . The foundation does not penetrate the deck , but the masonry is firmly secured to the surface by ponderous knees of iron bracing it on all sides , and screwing it down to the timbers . On the flanks it	s
the rear wall . And here let us go back for a moment . It was about nine o ' clock at night that the Pequod ' s try - works were first started on this present voyage . It belonged to Stubb to oversee the business . " All ready there ? Off hatch , then , and start her . You cook , fire the works ." This was an easy thing , for the carpenter had been thrusting his shavings into the furnace throughout the passage . Here be it said that in a whaling voyage the first fire in the try - works has to be fed for a time with wood . After that no wood is used , except as a means of quick ignition to the staple fuel . In a word , after being tried out , the crisp , shrivelled blubber , now called scraps or fritters , still contains considerable of its unctuous properties . These fritters feed the flames . Like a plethoric burning martyr , or a self - consuming misanthrope , once ignited , the whale supplies his own fuel and burns by his own body .	l
CHAPTER 97 The Lamp . Had you descended from the Pequod ' s try - works to the Pequod ' s forecastle , where the off duty watch were sleeping , for one single moment you would have almost thought you were standing in some illuminated shrine of canonized kings and counsellors . There they lay in their triangular oaken vaults , each mariner a chiselled muteness ; a score of lamps flashing upon his hooded eyes . In merchantmen , oil for the sailor is more scarce than the milk of queens . To dress in the dark ,	s
sacred quarter - deck enormous masses of the whale ' s head are profanely piled ; great rusty casks lie about , as in a brewery yard ; the smoke from the try - works has besooted all the bulwarks ; the mariners go about suffused with unctuousness ; the entire ship seems great leviathan himself ; while on all hands the din is deafening . But a day or two after , you look about you , and prick your ears in this self - same ship ; and were it not for the tell - tale boats and try - works , you would all but swear you trod some silent merchant vessel , with a most scrupulously neat commander . The unmanufactured sperm oil possesses a singularly cleansing virtue . This is the reason why the decks never look so white as just after what they call an affair of oil . Besides , from the ashes of the burned scraps of the whale , a potent lye is readily made ; and whenever any adhesiveness from the back of the whale remains clinging to the side , that lye quickly exterminates it . Hands go diligently	l
severest uninterrupted labors , which know no night ; continuing straight through for ninety - six hours ; when from the boat , where they have swelled their wrists with all day rowing on the Line ,-- they only step to the deck to carry vast chains , and heave the heavy windlass , and cut and slash , yea , and in their very sweatings to be smoked and burned anew by the combined fires of the equatorial sun and the equatorial try - works ; when , on the heel of all this , they have finally bestirred	s
themselves to cleanse the ship , and make a spotless dairy room of it ; many is the time the poor fellows , just buttoning the necks of their clean frocks , are startled by the cry of " There she blows !" and away they fly to fight another whale , and go through the whole weary thing again . Oh ! my friends , but this is man - killing ! Yet this is life . For hardly have we mortals by long toilings extracted from this world ' s vast bulk its small but valuable sperm ; and then , with weary patience , cleansed ourselves from its defilements , and learned to live here in clean tabernacles of the soul ; hardly is this done , when -- THERE SHE BLOWS !-- the ghost is spouted up , and away we sail to fight some other world , and go through young life ' s old routine again . Oh ! the metempsychosis ! Oh ! Pythagoras , that in bright Greece , two thousand years ago , did die , so good , so wise , so mild ; I sailed with thee along the	l
Peruvian coast last voyage -- and , foolish as I am , taught thee , a green simple boy , how to splice a rope ! CHAPTER 99 The Doubloon . Ere now it has been related how Ahab was wont to pace his quarter - deck , taking regular turns at either limit , the binnacle and mainmast ; but in the multiplicity of other things requiring narration it has not been added how that sometimes in these walks , when most plunged in his mood , he was wont to pause in turn at each spot , and	s
, raked somewhere out of the heart of gorgeous hills , whence , east and west , over golden sands , the head - waters of many a Pactolus flows . And though now nailed amidst all the rustiness of iron bolts and the verdigris of copper spikes , yet , untouchable and immaculate to any foulness , it still preserved its Quito glow . Nor , though placed amongst a ruthless crew and every hour passed by ruthless hands , and through the livelong nights shrouded with thick darkness which might cover any pilfering approach , nevertheless every sunrise	s
dark valley between three mighty , heaven - abiding peaks , that almost seem the Trinity , in some faint earthly symbol . So in this vale of Death , God girds us round ; and over all our gloom , the sun of Righteousness still shines a beacon and a hope . If we bend down our eyes , the dark vale shows her mouldy soil ; but if we lift them , the bright sun meets our glance half way , to cheer . Yet , oh , the great sun is no fixture ; and if , at midnight , we would fain snatch some sweet solace from him , we gaze for him in vain ! This coin speaks wisely , mildly , truly , but still sadly to me . I will quit it , lest Truth shake me falsely ." " There now ' s the old Mogul ," soliloquized Stubb by the try - works , " he ' s been twigging it ; and there goes Starbuck from the same , and both with faces which I should say might be somewhere within nine fathoms long . And all from looking at	l
a piece of gold , which did I have it now on Negro Hill or in Corlaer ' s Hook , I ' d not look at it very long ere spending it . Humph ! in my poor , insignificant opinion , I regard this as queer . I have seen doubloons before now in my voyagings ; your doubloons of old Spain , your doubloons of Peru , your doubloons of Chili , your doubloons of Bolivia , your doubloons of Popayan ; with plenty of gold moidores and pistoles , and joes , and half joes ,	s
twelve sitting - rooms all in a ring . Book ! you lie there ; the fact is , you books must know your places . You ' ll do to give us the bare words and facts , but we come in to supply the thoughts . That ' s my small experience , so far as the Massachusetts calendar , and Bowditch ' s navigator , and Daboll ' s arithmetic go . Signs and wonders , eh ? Pity if there is nothing wonderful in signs , and significant in wonders ! There ' s a clue	s
ship ! my old head shakes to think of thee ." " There ' s another rendering now ; but still one text . All sorts of men in one kind of world , you see . Dodge again ! here comes Queequeg -- all tattooing -- looks like the signs of the Zodiac himself . What says the Cannibal ? As I live he ' s comparing notes ; looking at his thigh bone ; thinks the sun is in the thigh , or in the calf , or in the bowels , I suppose , as the old	s
women talk Surgeon ' s Astronomy in the back country . And by Jove , he ' s found something there in the vicinity of his thigh -- I guess it ' s Sagittarius , or the Archer . No : he don ' t know what to make of the doubloon ; he takes it for an old button off some king ' s trowsers . But , aside again ! here comes that ghost - devil , Fedallah ; tail coiled out of sight as usual , oakum in the toes of his pumps as usual . What does he say , with that look of his ? Ah , only makes a sign to the sign and bows himself ; there is a sun on the coin -- fire worshipper , depend upon it . Ho ! more and more . This way comes Pip -- poor boy ! would he had died , or I ; he ' s half horrible to me . He too has been watching all of these interpreters -- myself included -- and look now , he comes to read , with that unearthly idiot face . Stand away again and	l
hear him . Hark !" " I look , you look , he looks ; we look , ye look , they look ." " Upon my soul , he ' s been studying Murray ' s Grammar ! Improving his mind , poor fellow ! But what ' s that he says now -- hist !" " I look , you look , he looks ; we look , ye look , they look ." " Why , he ' s getting it by heart -- hist ! again ." " I look , you look , he looks	s
two officers of the strange ship , leaning over the side , by the perpendicular ladder of nailed cleets there , and swinging towards him a pair of tastefully - ornamented man - ropes ; for at first they did not seem to bethink them that a one - legged man must be too much of a cripple to use their sea bannisters . But this awkwardness only lasted a minute , because the strange captain , observing at a glance how affairs stood , cried out , " I see , I see !-- avast heaving there ! Jump , boys , and swing over the cutting - tackle ." As good luck would have it , they had had a whale alongside a day or two previous , and the great tackles were still aloft , and the massive curved blubber - hook , now clean and dry , was still attached to the end . This was quickly lowered to Ahab , who at once comprehending it all , slid his solitary thigh into the curve of the hook ( it was like sitting in the fluke of an anchor , or the crotch of an apple	l
other , occasionally casting a critical glance at the ivory limbs of the two crippled captains . But , at his superior ' s introduction of him to Ahab , he politely bowed , and straightway went on to do his captain ' s bidding . " It was a shocking bad wound ," began the whale - surgeon ; " and , taking my advice , Captain Boomer here , stood our old Sammy --" " Samuel Enderby is the name of my ship ," interrupted the one - armed captain , addressing Ahab ; " go on ,	s
Fedallah , putting a finger on his lip , slid over the bulwarks to take the boat ' s steering oar , and Ahab , swinging the cutting - tackle towards him , commanded the ship ' s sailors to stand by to lower . In a moment he was standing in the boat ' s stern , and the Manilla men were springing to their oars . In vain the English Captain hailed him . With back to the stranger ship , and face set like a flint to his own , Ahab stood upright till alongside of the	s
commanded by a Captain Coffin , a Nantucketer . All honour to the Enderbies , therefore , whose house , I think , exists to the present day ; though doubtless the original Samuel must long ago have slipped his cable for the great South Sea of the other world . The ship named after him was worthy of the honour , being a very fast sailer and a noble craft every way . I boarded her once at midnight somewhere off the Patagonian coast , and drank good flip down in the forecastle . It was a fine gam	s
, to whom I handed the work for translation , giving him a box of sperm candles for his trouble -- this same Dr . Snodhead , so soon as he spied the book , assured me that " Dan Coopman " did not mean " The Cooper ," but " The Merchant ." In short , this ancient and learned Low Dutch book treated of the commerce of Holland ; and , among other subjects , contained a very interesting account of its whale fishery . And in this chapter it was , headed , " Smeer ," or	s
wondrous sight . The wood was green as mosses of the Icy Glen ; the trees stood high and haughty , feeling their living sap ; the industrious earth beneath was as a weaver ' s loom , with a gorgeous carpet on it , whereof the ground - vine tendrils formed the warp and woof , and the living flowers the figures . All the trees , with all their laden branches ; all the shrubs , and ferns , and grasses ; the message - carrying air ; all these unceasingly were active . Through the lacings of	s
, I am not free to utter any fancied measurement I please . Because there are skeleton authorities you can refer to , to test my accuracy . There is a Leviathanic Museum , they tell me , in Hull , England , one of the whaling ports of that country , where they have some fine specimens of fin - backs and other whales . Likewise , I have heard that in the museum of Manchester , in New Hampshire , they have what the proprietors call " the only perfect specimen of a Greenland or River Whale in the United States ." Moreover , at a place in Yorkshire , England , Burton Constable by name , a certain Sir Clifford Constable has in his possession the skeleton of a Sperm Whale , but of moderate size , by no means of the full - grown magnitude of my friend King Tranquo ' s . In both cases , the stranded whales to which these two skeletons belonged , were originally claimed by their proprietors upon similar grounds . King Tranquo seizing his because he wanted it ; and Sir Clifford , because he was lord of the	l
seignories of those parts . Sir Clifford ' s whale has been articulated throughout ; so that , like a great chest of drawers , you can open and shut him , in all his bony cavities -- spread out his ribs like a gigantic fan -- and swing all day upon his lower jaw . Locks are to be put upon some of his trap - doors and shutters ; and a footman will show round future visitors with a bunch of keys at his side . Sir Clifford thinks of charging twopence for a peep at the whispering	s
by way of preliminary , I desire to remind the reader , that while in the earlier geological strata there are found the fossils of monsters now almost completely extinct ; the subsequent relics discovered in what are called the Tertiary formations seem the connecting , or at any rate intercepted links , between the antichronical creatures , and those whose remote posterity are said to have entered the Ark ; all the Fossil Whales hitherto discovered belong to the Tertiary period , which is the last preceding the superficial formations . And though none of them precisely answer to any known species of the present time , they are yet sufficiently akin to them in general respects , to justify their taking rank as Cetacean fossils . Detached broken fossils of pre - adamite whales , fragments of their bones and skeletons , have within thirty years past , at various intervals , been found at the base of the Alps , in Lombardy , in France , in England , in Scotland , and in the States of Louisiana , Mississippi , and Alabama . Among the more curious of such remains is part of a skull ,	l
